CLIENTNUM,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_Label,Churn_Label,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K
712661433,0.33357038345253087,4,-0.7423482175618831,3,2,3,1.0000000000000002,0.0,1.0,1.621,0.051963947924780235,0.13953488372093023,1.333,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
789172683,1.206778319662518,2,1.1359336084577014,6,2,0,0.025536842041617165,0.5681366706396503,0.02462840089241735,2.316,0.06848781573383776,0.1317829457364341,0.588,0.626,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
738406533,1.581010292323941,1,2.012465127266841,3,2,2,0.0335482817729165,0.8025427095748907,0.015211659374728364,2.357,0.06726382552575944,0.1317829457364341,1.7,0.793,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
799723908,-0.040661589208892186,3,0.5098396664511733,4,3,3,0.544768832173942,0.5701231624950338,0.5221220989192479,0.787,0.03933459441415378,0.1317829457364341,0.8,0.074,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
771490833,0.7078023561139539,1,0.5098396664511733,5,1,1,0.09996765192259438,0.48748510131108463,0.10184568133746705,0.624,0.0350506286858796,0.23255813953488372,0.6,0.259,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
779471883,0.9572903378882359,1,0.5098396664511733,2,3,1,0.0,0.3210170838299563,0.018175759858604004,0.997,0.010849004117057973,0.0697674418604651,0.9,0.562,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
711525033,2.4542182285339282,0,2.262902704069452,3,4,2,0.0523827231034806,0.8657131505760827,0.028655868803059717,1.224,0.07989317903638589,0.21705426356589144,1.923,0.687,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714374133,1.206778319662518,2,0.008964512845950725,1,3,3,0.4332435447446467,0.0,0.45681337467041405,1.041,0.005118504506509403,0.03875968992248062,0.364,0.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
716632758,0.33357038345253087,3,0.008964512845950725,2,2,0,0.041227171175746806,0.9388160508541915,0.01263292092834584,0.75,0.04367419606097697,0.23255813953488372,0.6,0.843,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
768563658,1.206778319662518,2,1.7620275504642295,4,2,3,0.09129111153435701,0.7469209376241558,0.07460956740938197,1.107,0.050851229553799934,0.14728682170542637,1.417,0.422,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
714091983,-0.5396375527574563,2,-0.24147306395666054,4,4,3,0.05737097803051603,0.6964640444974176,0.045779851070611076,0.69,0.036608434405252036,0.1317829457364341,1.25,0.525,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
712030833,0.20882639256538985,2,-0.1162542755553549,2,4,4,1.0000000000000002,0.0,1.0,0.763,0.010070101257371757,0.03875968992248062,0.5,0.0,1,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
711481533,-0.9138695254188793,1,-0.36669185235796614,5,3,3,0.13567146446095105,0.4970202622169249,0.13536928114043983,0.944,0.044842550350506286,0.13953488372093023,1.154,0.211,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
710082708,-0.29014957098317423,4,-0.49191064075927177,2,4,2,0.6807819165177749,0.8351211760031784,0.6331527250601223,0.997,0.042617113608545684,0.12403100775193798,0.733,0.088,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
708155733,0.832546347001095,2,1.0107148200563958,4,2,2,0.40195358202051534,0.6491855383392928,0.37948019586822357,0.989,0.04334038054968288,0.1007751937984496,0.917,0.111,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
788979258,0.5830583652268129,4,0.259402089648562,4,1,4,1.0000000000000002,0.601907032181168,0.9561034972329268,0.592,0.04356292422387893,0.17054263565891473,0.6,0.044,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
807986133,1.331522310549659,2,2.012465127266841,5,3,3,0.15556402047300752,0.721891140246325,0.13803494335467795,0.62,0.04690107933681985,0.19379844961240308,0.667,0.276,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
788730933,-0.29014957098317423,2,-1.9945361015749392,6,3,3,0.019520704281132013,0.5832340087405642,0.01776142323182569,1.004,0.034605541337487486,0.13953488372093023,0.556,0.704,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
711314058,0.33357038345253087,2,-0.49191064075927177,2,2,2,0.007518660608204324,0.4398092967818832,0.0167183380175586,1.715,0.06453766551685769,0.05426356589147288,2.4,0.656,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
717975333,0.45831437433967187,2,0.259402089648562,6,2,2,0.721383288439039,0.5284068335319825,0.6944339813983137,1.072,0.01819294536552798,0.03875968992248062,2.0,0.053,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
715971108,0.5830583652268129,4,0.7602772432537845,3,2,3,1.0000000000000002,0.7004370282081843,0.9489177990901979,1.266,0.05786135529097586,0.24031007751937986,1.05,0.051,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
720096558,1.082034328775377,2,0.7602772432537845,5,3,3,0.023511308222760353,0.41080651569328563,0.03416104076724713,0.758,0.0573049961054857,0.20155038759689922,0.286,0.467,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
820582308,-0.5396375527574563,5,0.13418330124725636,6,2,2,0.6492198671612597,0.6070719110051649,0.6195346680960798,0.414,0.049182151997329476,0.19379844961240308,0.522,0.067,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
789973308,-0.29014957098317423,1,-0.1162542755553549,3,3,3,0.6915142225729117,0.767580452920143,0.6483643844348507,1.312,0.046233448314231665,0.10852713178294573,1.182,0.079,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
712876233,0.832546347001095,2,0.008964512845950725,5,3,2,0.11589983584106514,0.601907032181168,0.1087706081766291,0.857,0.04334038054968288,0.17829457364341086,0.435,0.287,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
804595158,-0.29014957098317423,4,0.008964512845950725,6,4,2,0.16814046925874535,1.0,0.12980615999768202,0.475,0.03349282296650717,0.1007751937984496,1.875,0.36,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
714826758,-1.1633575071931614,3,-0.8675670059631887,4,4,2,0.16928927948436562,0.7155343663090982,0.15165300031872048,0.751,0.10175809502614888,0.3643410852713178,0.966,0.256,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
779058108,0.33357038345253087,3,-0.7423482175618831,6,1,2,0.03318549959640483,0.724274930472785,0.02057195839248979,0.703,0.0532992099699566,0.1007751937984496,0.353,0.719,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
710790258,0.08408240167824883,2,0.259402089648562,6,3,2,0.83033886878471,0.7544696066746126,0.7823718598788862,0.85,0.04584399688438856,0.19379844961240308,0.4,0.066,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
715623483,0.08408240167824883,3,0.13418330124725636,4,4,0,0.21551377514156064,0.6734207389749702,0.19902645380001738,1.242,0.05268721486591743,0.24031007751937986,1.412,0.198,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
794543958,0.832546347001095,1,-0.1162542755553549,5,4,2,1.0000000000000002,0.4843067143424712,0.964679975661345,1.129,0.06008679203293646,0.1317829457364341,2.0,0.035,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
716396358,0.7078023561139539,2,1.3863711852603127,5,3,0,0.04978278417181365,0.7588398887564561,0.03395821864225075,0.921,0.05680427283854457,0.19379844961240308,0.667,0.619,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715398033,0.832546347001095,2,-0.1162542755553549,4,2,1,0.5321319196921189,0.8168454509336511,0.4920175006519283,0.607,0.0390564148214087,0.1627906976744186,0.722,0.108,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
711743883,-0.41489356187031523,3,-0.1162542755553549,5,2,3,0.07823095317993695,0.0,0.11656477269434706,0.483,0.04044731278513408,0.17054263565891473,0.6,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
719720058,-0.29014957098317423,3,-0.6171294291605774,4,3,1,0.3421549865921754,0.33253873659118,0.34526120592240606,1.932,0.050239234449760764,0.031007751937984496,1.8,0.066,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
717539808,0.5830583652268129,2,0.008964512845950725,3,2,2,0.25671978402367757,0.0,0.2876307478341495,0.731,0.042617113608545684,0.08527131782945738,1.333,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
714070758,0.33357038345253087,4,0.259402089648562,4,3,0,0.9028348403909583,0.7759237187127532,0.8502882971633877,0.875,0.05864025815066207,0.19379844961240308,2.182,0.062,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714107958,-0.1654055800960332,1,0.008964512845950725,4,4,3,0.1553221656886664,0.0,0.1904499753715991,0.579,0.05313230221430956,0.186046511627907,0.619,0.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
789140283,0.832546347001095,0,0.7602772432537845,5,4,1,0.03705517614586263,0.8092967818831943,0.018080143713962854,0.85,0.04317347279403583,0.14728682170542637,0.933,0.765,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
719712633,2.204730246759646,1,2.012465127266841,6,4,3,0.008183761265142385,0.3555820421136273,0.023498391910294673,1.656,0.06470457327250473,0.17054263565891473,0.882,0.524,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
772629333,-0.1654055800960332,3,-0.1162542755553549,5,4,2,0.06093833609954744,0.4767580452920143,0.06522180048097818,0.597,0.04467564259485925,0.15503875968992248,0.304,0.347,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
720336708,0.832546347001095,3,-0.1162542755553549,5,3,2,0.0710660051938315,0.6777910210568137,0.06026714571320952,1.047,0.06114387448536776,0.248062015503876,0.68,0.45,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
802013583,1.206778319662518,3,1.7620275504642295,3,2,0,0.24943390864540163,0.8939213349225268,0.215455045924724,0.576,0.03605207521976188,0.0697674418604651,0.727,0.232,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
779155158,0.832546347001095,3,-0.24147306395666054,6,2,2,0.045399166205630996,0.5021851410409217,0.04847448787413439,0.562,0.04167130299321242,0.17829457364341086,0.5,0.43,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
721091583,-0.29014957098317423,2,-0.49191064075927177,3,3,3,0.04815026437751114,0.7465236392530791,0.03329180308869122,0.788,0.04384110381662401,0.03875968992248062,1.5,0.62,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
716657058,-0.41489356187031523,4,-0.36669185235796614,2,3,3,0.2091953189006491,0.3678982916170044,0.21525222379972764,0.762,0.05875152998776009,0.20930232558139536,0.542,0.111,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
779509983,0.832546347001095,2,0.008964512845950725,6,1,2,1.0000000000000002,0.36988478347238773,0.9730246573754817,0.828,0.0284855902970958,0.08527131782945738,1.1,0.027,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
717929133,-0.29014957098317423,1,0.008964512845950725,5,2,3,0.3933677371764059,0.9694080254270957,0.347897893547359,1.283,0.040336040948036056,0.15503875968992248,0.667,0.169,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
710916408,1.331522310549659,4,0.3846208780498676,4,3,0,0.21246035848925413,0.7493047278506159,0.1905658737287399,0.56,0.04628908423278068,0.17054263565891473,0.391,0.223,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
799825758,-0.5396375527574563,4,0.008964512845950725,5,1,2,0.05516405312340338,0.66507747318236,0.04595369860632226,0.588,0.04122621564482029,0.19379844961240308,0.346,0.513,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
718619883,0.9572903378882359,0,0.008964512845950725,2,2,2,0.0016839139359749941,0.28049264998013507,0.022745052588879554,1.674,0.044230555246467115,0.10852713178294573,3.0,0.473,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
711844758,0.20882639256538985,3,-0.1162542755553549,6,1,0,0.3661893057860734,0.5141040921732221,0.3550546171008026,0.791,0.048848336486035385,0.20930232558139536,1.056,0.095,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
714798783,0.33357038345253087,1,0.008964512845950725,6,2,2,0.5274762150935525,0.3555820421136273,0.5211949120621215,1.826,0.040336040948036056,0.06201550387596899,1.571,0.047,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
771894558,0.45831437433967187,3,0.3846208780498676,4,1,4,0.2577476668571273,0.619388160508542,0.2434444991742242,1.873,0.06208968510070101,0.11627906976744187,0.786,0.156,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
721074183,0.33357038345253087,1,0.008964512845950725,4,6,3,0.6868887498223879,0.47516885180770757,0.6652565699881204,0.712,0.03343718704795816,0.10852713178294573,1.0,0.05,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
715259583,0.832546347001095,2,1.0107148200563958,3,2,3,0.11862070216490267,0.755264203416766,0.10019412974821082,0.816,0.0580282630466229,0.21705426356589144,1.0,0.355,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
718414008,0.45831437433967187,2,0.008964512845950725,3,2,2,1.0000000000000002,0.4064362336114422,0.9703589951612436,1.004,0.030822298876154442,0.023255813953488372,0.625,0.03,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
719666283,1.082034328775377,1,0.008964512845950725,4,1,0,0.05247341864760852,0.7751291219705999,0.0353489989279402,0.766,0.040781128296428173,0.14728682170542637,0.611,0.615,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
714877233,0.832546347001095,1,1.3863711852603127,3,2,2,0.32722045365911173,0.7294398092967819,0.30200214411960713,1.584,0.06392567041281852,0.21705426356589144,1.533,0.15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
785387883,0.08408240167824883,3,0.6350584548524789,4,3,3,0.07103577334578887,0.611839491458085,0.06504795294526701,0.566,0.060309335707132525,0.28682170542635654,0.382,0.407,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
